file,line,name,stmt_len,proof,touches_rec
NavierStokes/ActualParticularStageControls.lean,1237,NavierStokes.ActualParticularStageControls.canonical_geometry_eq,158,:= rfl,[]
NavierStokes/ActualCandidateConstruction.lean,480,NavierStokes.ActualCandidateConstruction.pressureMeanStages_zero,157,:= rfl,[]
NavierStokes/TorusMeanRequestRebase.lean,83,NavierStokes.TorusMeanRequestRebase.freezeState_theta,155,:= rfl,[]
NavierStokes/TorusMeanRequestRebase.lean,86,NavierStokes.TorusMeanRequestRebase.freezeState_axial,155,:= rfl,[]
Euler/ChildParticleTime.lean,47,EulerChildParticleTime.displacement_apply,155,:= rfl,[]
NavierStokes/TorusMeanRequestRebase.lean,89,NavierStokes.TorusMeanRequestRebase.freezeContext_frame,155,:= rfl,[]
NavierStokes/PrimaryGeometryAssembly.lean,498,NavierStokes.PrimaryGeometryAssembly.construction_frequency,154,:= rfl,[]
Euler/SobolevRestriction.lean,31,EulerCylinderSobolevSpace.value_restrictOperator,154,:= rfl,[]
NavierStokes/SlowRecursion.lean,443,NavierStokes.SlowRecursion.complexProfile_pow,153,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,213,NavierStokes.GlobalSlowProfiles.inverseDenominator_apply,153,:= rfl,[]
NavierStokes/ActualInitialCoherence.lean,310,NavierStokes.ActualInitialCoherence.initialized_reconstructed,153,:= rfl,[]
Euler/LpCylinderTranslation.lean,75,EulerLpCylinderTranslation.pathTranslate_apply,152,:= rfl,[]
NavierStokes/ExtendedHeatedOutgoing.lean,440,NavierStokes.ExtendedHeatedOutgoing.freeLogE_eq,152,:= rfl namespace Witness variable {F : Profile} {XR C : ℝ} (w : Witness F XR C),[]
Euler/TerminalTimePrimitive.lean,243,EulerTerminalTimePrimitive.terminalPrimitive_apply,152,:= rfl,[]
NavierStokes/ParticularWaveBounds.lean,973,NavierStokes.ParticularWaveBounds.frameForcingLinear_apply,152,:= rfl omit [NormedAddCommGroup Q] [NormedSpace ℝ Q] in,[]
NavierStokes/ActualParticularBackground.lean,113,NavierStokes.ActualParticularBackground.zeroRescale_defect,151,:= rfl,[]
NavierStokes/ActualParticularBackground.lean,109,NavierStokes.ActualParticularBackground.zeroRescale_normal,151,:= rfl,[]
NavierStokes/ActualCandidateAssembly.lean,545,NavierStokes.ActualCandidateAssembly.potentialStages_zero,151,:= rfl,[]
Euler/PacketCurlCoordinates.lean,23,EulerPacketPiola.curlCoefficient_apply,151,:= rfl,[]
NavierStokes/CommonCoverClass.lean,133,NavierStokes.CommonCoverClass.sourceLinear_apply,150,:= rfl,[]
NavierStokes/TerminalEdgeFactor.lean,108,NavierStokes.TerminalEdgeFactor.carrier_eq,150,:= rfl,[]
NavierStokes/CutStageEstimates.lean,526,NavierStokes.CutStageEstimates.physicalQ_linear_composition,150,:= rfl,[]
Euler/MeanOperatorTranslation.lean,26,EulerMeanOperatorTranslation.translateOperator_apply,149,:= rfl,[]
Euler/OrdinaryFieldAlgebra.lean,27,EulerOrdinarySobolev.sumField_field,149,:= rfl,[]
Euler/FieldTowerSmoothTimeField.lean,74,EulerAllOrderCorrectionData.FieldTower.toSmoothTimeField_apply,148,:= rfl,[]
NavierStokes/ActualCandidateAssembly.lean,562,NavierStokes.ActualCandidateAssembly.pressureStages_zero,148,:= rfl,[]
Euler/PacketCylinderProfileChange.lean,18,EulerPacketCylinderField.profileRatio_apply,148,:= rfl,[]
Euler/TransversePacketTimeData.lean,37,EulerTransversePacketProvider.Data.inverseDerivative_apply,148,:= rfl,[]
NavierStokes/ActualSignedStageControls.lean,1209,NavierStokes.ActualSignedStageControls.fundamental_eq_unitPulse,148,:= rfl,[]
Euler/BaseEulerParent.lean,49,EulerBaseEulerParent.Input.displacement_apply,147,:= rfl,[]
Euler/PacketCylinderFieldWeight.lean,52,EulerPacketCylinderField.Field.normalized_path,147,:= rfl,[]
Euler/AllOrderDriftFieldDecomposition.lean,21,EulerAllOrderDriftCorrection.Budget.correctedPressureTower_eq,147,:= rfl,[]
NavierStokes/NominalConeAssembly.lean,46,NavierStokes.NominalConeAssembly.p1_eq_stock,147,:= rfl,[]
Euler/TerminalProjectionTrial.lean,53,EulerTerminalProjectionTrial.operatorEvaluation_apply,147,:= rfl,[]
NavierStokes/PrimaryGeometryAssembly.lean,501,NavierStokes.PrimaryGeometryAssembly.construction_axial,146,:= rfl,[]
NavierStokes/R3/PressureRecoveryHelpers.lean,38,NavierStokesR3.PressureRecovery.realTest_apply,146,:= rfl,[]
Euler/CylinderSobolevDerivatives.lean,76,EulerCylinderSobolevSpace.value_truncateOperator,146,:= rfl,['truncate']
Euler/ParentPacketFrames.lean,84,EulerParentPacketFrames.Parent.curvature_apply,146,:= rfl,[]
NavierStokes/R3/PressureFunctionals.lean,117,NavierStokesR3.PressureFunctionals.l1PairLinear_apply,145,:= rfl,[]
NavierStokes/ActualReferenceRebase.lean,360,NavierStokes.ActualReferenceRebase.cycleAssoc_symm_apply,144,:= rfl,[]
Euler/EulerProof.lean,18174,EulerPacketExistence.picardStep_apply,144,":= rfl variable {K : ℝ≥0} (hLip : ∀ t, LipschitzWith K (f t)) include hLip",[]
Euler/CylinderEndpointForcing.lean,32,EulerCylinderDirichlet.Coefficients.endpointForcing_apply,144,:= rfl,[]
NavierStokes/PhysicalParticularWave.lean,224,NavierStokes.PhysicalParticularWave.cylinderChange_apply,144,:= rfl,[]
Euler/TransversePacketHistoryData.lean,54,EulerTransversePacketProvider.HistoryData.frameSecond_apply,142,:= rfl,[]
NavierStokes/StateReindex.lean,169,NavierStokes.StateReindex.coefficients_apply,142,:= rfl,[]
NavierStokes/R3/PressureFunctionals.lean,114,NavierStokesR3.PressureFunctionals.l2PairLinear_apply,142,:= rfl,[]
Euler/StaticEulerWeightedBounds.lean,69,EulerStaticEuler.budget_staticTimeCost,142,:= rfl,[]
NavierStokes/TangentODE.lean,76,NavierStokes.TangentODE.IntervalSystem.next_apply,142,:= rfl,[]
NavierStokes/ActualCurrentCarrierJets.lean,36,NavierStokes.ActualCurrentCarrierJets.weightedPhase_eq,142,:= rfl,[]
NavierStokes/ActualCycleCoherence.lean,792,NavierStokes.ActualCycleCoherence.state_succ,141,:= rfl,[]
NavierStokes/HarmonicStructurePreservation.lean,29,NavierStokes.HarmonicStructurePreservation.amplitude_withCarrier,141,:= rfl omit [NormedAddCommGroup D] [NormedSpace ℝ D] in,[]
Euler/ChildParticleFieldBounds.lean,236,EulerChildParticleFieldBounds.Data.childDisplacement_apply,141,:= rfl,[]
Euler/SmoothScaledFlow.lean,24,EulerSmoothBanachFlow.scaledCoefficient_apply,141,:= rfl,[]
NavierStokes/ActualParticularStageControls.lean,514,NavierStokes.ActualParticularStageControls.selected_length,140,:= rfl,[]
NavierStokes/R3/RieszTestOperators.lean,30,NavierStokesR3.RieszTestOperators.partialTest_apply,140,:= rfl,[]
NavierStokes/CompactSmoothFamily.lean,86,NavierStokes.CompactSmoothFamily.flipCLM_apply,140,:= rfl omit [NormedSpace ℝ Z] in,[]
Euler/LpCylinderTimeWeight.lean,34,EulerLpCylinderRectangular.include_weight,139,:= rfl,[]
Euler/MeanFixedCoefficientRegularity.lean,43,EulerMeanFixedCoefficientRegularity.framePathRestriction_apply,139,:= rfl,[]
NavierStokes/ActualMeanPotentialRealization.lean,346,NavierStokes.ActualMeanPotentialRealization.physicalToChartTZ_eq,139,:= by rfl,[]
NavierStokes/TerminalCompensation.lean,244,NavierStokes.TerminalCompensation.linearEquiv_apply,139,:= rfl,[]
NavierStokes/ActualParticularStageControls.lean,1384,NavierStokes.ActualParticularStageControls.meanEnvelope_eq_primary,139,:= rfl,[]
Euler/TruncatedBackwardFlow.lean,67,Euler.ComparatorBridge.TruncatedBackwardFlow.homeomorph_apply,139,:= rfl,[]
NavierStokes/SlowRecursion.lean,441,NavierStokes.SlowRecursion.complexProfile_neg,139,:= rfl,[]
NavierStokes/UniformFourierAlias.lean,659,NavierStokes.UniformFourierAlias.realCenterSource_apply,139,:= rfl,[]
NavierStokes/NilpotentVolterra.lean,270,NavierStokes.NilpotentVolterra.coefficientAction_apply,138,:= rfl,[]
NavierStokes/PhysicalResidualTZ.lean,403,NavierStokes.PhysicalResidualTZ.graphAxialTZ_apply,137,:= rfl,[]
NavierStokes/ActualSignedPhysicalBinding.lean,135,NavierStokes.ActualSignedPhysicalBinding.primary_frequency,137,:= rfl,[]
Euler/SmoothCoefficientPathMap.lean,28,EulerMeanCoefficients.SmoothCoefficientPath.map_apply,137,:= rfl,[]
Euler/EulerProof.lean,6555,EulerCylinderSobolev.iteratedFieldDerivative_zero,137,:= rfl,[]
NavierStokes/SlowRecursion.lean,449,NavierStokes.SlowRecursion.complexProfile_realConstant,137,:= rfl,[]
Euler/ParentPacketFrames.lean,81,EulerParentPacketFrames.Parent.strain_apply,136,:= rfl,[]
Euler/OrdinaryRegularizer.lean,28,EulerOrdinarySobolev.regularizerMap_apply,136,:= rfl,[]
Euler/MeanOrbitSmoothL2Field.lean,46,EulerMeanSmoothRepresentative.smoothL2Field_field,136,:= rfl,[]
Euler/SmoothCoefficientTimeRestriction.lean,38,EulerMeanCoefficients.SmoothCoefficientPath.comp_apply,136,:= rfl,[]
Euler/EulerProof.lean,8161,EulerSmoothSobolev.localize_apply,135,:= rfl omit [CompleteSpace F] in,[]
NavierStokes/ResidualPolarGraph.lean,32,NavierStokes.ResidualPolarGraph.cylindricalPoint_time,134,:= rfl,[]
Euler/LpSmoothFieldAlgebra.lean,97,EulerLpTranslation.SmoothL2Field.directionalField_field,134,:= rfl,[]
NavierStokes/HarmonicFields.lean,256,NavierStokes.HarmonicFields.conjugateReverse_apply,134,:= rfl,[]
Euler/SmoothTimeFieldRestriction.lean,30,SmoothTimeField.compTime_apply,134,:= rfl,[]
Euler/SobolevReflection.lean,108,EulerSobolevReflection.oddReflection_apply,134,:= rfl,[]
Euler/EulerProof.lean,5224,EulerSmoothLimit.divergence_eq_trace,133,:= rfl,[]
NavierStokes/SlowBorelBase.lean,784,NavierStokes.SlowBorelBase.physicalChart_eq,133,:= rfl,[]
Euler/OrdinaryVorticityCoordinates.lean,19,EulerOrdinarySobolev.componentField_apply,133,:= rfl,[]
NavierStokes/ActualPrimaryCoherence.lean,161,NavierStokes.ActualPrimaryCoherence.absoluteChart_radius,132,:= rfl,[]
NavierStokes/R3/SchwartzCompactApproximation.lean,30,NavierStokesR3.SchwartzCompactApproximation.truncate_apply,132,:= rfl,['truncate']
NavierStokes/CyclePhysicalPrefixes.lean,268,NavierStokes.CyclePhysicalPrefixes.pressureStages_zero,131,:= rfl,[]
Euler/CylinderEndpointLabels.lean,67,EulerCylinderDirichlet.Coefficients.labelVelocity_apply,131,:= rfl end EulerCylinderDirichlet.Coefficients,[]
NavierStokes/StateReindex.lean,172,NavierStokes.StateReindex.coefficients_fun,131,:= rfl,[]
NavierStokes/SlowRecursion.lean,128,NavierStokes.SlowRecursion.restrict_apply,130,:= rfl,[]
Euler/SmoothTimeFieldLinear.lean,40,SmoothTimeField.map_apply,129,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,1203,NavierStokes.GlobalSlowProfiles.xProfile_sub,129,:= rfl,[]
NavierStokes/SmoothFamilyTorusInverse.lean,369,NavierStokes.SmoothFamilyTorusInverse.parameterLift_apply,129,:= rfl omit [FiniteDimensional ℝ P] in,[]
NavierStokes/GlobalSlowProfiles.lean,1201,NavierStokes.GlobalSlowProfiles.xProfile_add,129,:= rfl,[]
Euler/BaseEulerDatum.lean,82,EulerBaseDatum.linear_apply,129,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,1205,NavierStokes.GlobalSlowProfiles.xProfile_mul,129,:= rfl,[]
NavierStokes/UniformAngularReset.lean,77,NavierStokes.UniformAngularReset.linearEquivNonneg_coe,129,:= rfl,[]
NavierStokes/ActualSignedPhysicalBinding.lean,138,NavierStokes.ActualSignedPhysicalBinding.primary_epsilon,128,:= rfl,[]
NavierStokes/ActualPrimaryCovariance.lean,222,NavierStokes.ActualPrimaryCovariance.activeLabels_product,128,:= rfl,[]
NavierStokes/BaseExterior.lean,47,NavierStokes.BaseExterior.heatCoefficient_z_invariant,127,:= rfl,[]
Euler/GraphInvariantFlow.lean,23,EulerGraphInvariantFlow.graphConstraint_apply,127,:= rfl,[]
Euler/CorrectionOperators.lean,30,EulerCorrectionOperators.linearize_apply,127,:= rfl,[]
NavierStokes/GlobalStressSupport.lean,428,NavierStokes.GlobalStressSupport.nominal_base_beta,127,:= rfl,[]
Euler/ContinuousTimeWeight.lean,37,EulerContinuousTimeWeight.normalize_apply,126,:= rfl,[]
NavierStokes/PhysicalMeanJetBounds.lean,203,NavierStokes.PhysicalMeanJetBounds.physicalQ_eq,125,:= rfl,[]
NavierStokes/PrimaryCopyBridge.lean,83,NavierStokes.PrimaryCopyBridge.baseOperator_apply,125,:= rfl,[]
Euler/LpSmoothFieldAlgebra.lean,30,EulerLpTranslation.SmoothL2Field.mapField_field,125,:= rfl,[]
Euler/SmoothTimeFieldAlgebra.lean,34,SmoothTimeField.add_apply,125,:= rfl,[]
NavierStokes/PulseAmplitude.lean,616,NavierStokes.PulseAmplitude.tailEnergy_eq,123,:= rfl,[]
NavierStokes/AngularMomentReset.lean,197,NavierStokes.AngularMomentReset.linearEquiv_apply,123,:= rfl,[]
NavierStokes/TerminalCompensation.lean,220,NavierStokes.TerminalCompensation.linearMatrix_entry,123,:= rfl,[]
NavierStokes/PhysicalWaveSum.lean,40,NavierStokes.PhysicalWaveSum.downLift_apply,123,:= rfl,[]
Euler/ContinuousTimeIntegral.lean,91,EulerContinuousTimeIntegral.integral_apply,123,:= rfl,[]
NavierStokes/ActualCycleResidualBounds.lean,105,NavierStokes.ActualCycleResidualBounds.actual_epsilon,122,:= rfl,[]
NavierStokes/SlowResidualMatching.lean,1165,NavierStokes.SlowResidualMatching.orderExponent_eq_axial,122,:= rfl,[]
NavierStokes/ActualPrimaryCoherence.lean,118,NavierStokes.ActualPrimaryCoherence.absoluteChart_symm_apply,122,:= rfl,[]
NavierStokes/CommonCoverClass.lean,424,NavierStokes.CommonCoverClass.currentLinear_apply,121,:= rfl,[]
Euler/CorrectionOperators.lean,23,EulerCorrectionOperators.postcompose_apply,121,:= rfl,[]
Euler/FunctionalVelocity.lean,18,EulerFunctionalVelocity.velocityMap_apply,121,:= rfl variable (period : ℝ) [Fact (0 < period)],[]
Euler/MeanCoefficientPathJets.lean,63,EulerMeanCoefficients.operatorPathMap_apply,120,:= rfl,[]
NavierStokes/ActualCycleGeometry.lean,76,NavierStokes.ActualCycleGeometry.temporal_eq,120,:= rfl,[]
Euler/PacketSourceScaleChoice.lean,232,EulerPacketSourceScaleChoice.scaleSequence_succ,120,:= rfl,[]
Euler/ParentPacketFrames.lean,78,EulerParentPacketFrames.Parent.inverse_apply,120,:= rfl,[]
NavierStokes/OutgoingDilation.lean,94,NavierStokes.OutgoingDilation.energyDensity_scaling,120,:= rfl,[]
Euler/SobolevPressureResolvent.lean,20,EulerSobolevCoefficientPressure.value_sub,120,:= rfl,[]
Euler/SmoothBanachFlow.lean,49,EulerSmoothBanachFlow.pathFamily_apply,120,:= rfl,[]
NavierStokes/FiveRowRank.lean,357,NavierStokes.FiveRowRank.deltaVLinearMap_apply,119,:= rfl,[]
NavierStokes/SmoothPathFamily.lean,87,NavierStokes.SmoothPathFamily.flipPath_apply,119,:= rfl,[]
NavierStokes/ActualSignedPhysicalData.lean,1196,NavierStokes.ActualSignedPhysicalData.nativeCylinder_map,119,:= rfl,[]
Euler/TimeLpLinearity.lean,44,EulerTimeLp.pathLpOperator_apply,119,:= rfl end EulerTimeLp,[]
Euler/OrdinaryFieldScaling.lean,21,EulerOrdinarySobolev.scaleField_field,119,:= rfl,[]
Euler/PacketSlicedJets.lean,24,EulerPacketPointJets.joinDerivative_apply,118,:= rfl,[]
NavierStokes/BaseExterior.lean,50,NavierStokes.BaseExterior.heatPressure_z_invariant,118,:= rfl,[]
NavierStokes/ActualBaseVelocityBounds.lean,52,NavierStokes.ActualBaseVelocityBounds.X_eq,118,:= rfl,[]
NavierStokes/SlowRecursion.lean,451,NavierStokes.SlowRecursion.complexProfile_parameter,117,:= rfl,[]
NavierStokes/ParametricODE.lean,78,NavierStokes.ParametricODE.integrator_apply,117,:= rfl,[]
Euler/OrdinaryRegularizedEquation.lean,86,EulerOrdinarySobolev.SmoothingOperator.quadratic_apply,117,:= rfl,[]
NavierStokes/OutgoingHistories.lean,501,NavierStokes.OutgoingHistories.M_eq_massMoment,117,:= rfl,[]
Euler/LpSmoothFieldAlgebra.lean,54,EulerLpTranslation.SmoothL2Field.addField_field,117,:= rfl,[]
NavierStokes/SlowRecursion.lean,447,NavierStokes.SlowRecursion.complexProfile_one,116,:= rfl,[]
NavierStokes/PhysicalParticularWave.lean,170,NavierStokes.PhysicalParticularWave.waveEquiv_apply,116,:= rfl,[]
NavierStokes/ActualWaveRegularityData.lean,1292,NavierStokes.ActualWaveRegularityData.nativeToFull_eq,116,:= rfl,[]
NavierStokes/FiveRowRank.lean,360,NavierStokes.FiveRowRank.gammaLinearMap_apply,116,:= rfl,[]
NavierStokes/EntranceAlignedBase.lean,808,NavierStokes.EntranceAlignedBase.modulated_base_eq,116,:= rfl,[]
NavierStokes/PhysicalCoordinateBounds.lean,195,NavierStokes.PhysicalCoordinateBounds.dilation_apply,115,:= rfl,[]
NavierStokes/PhysicalResidualNaturality.lean,626,NavierStokes.PhysicalResidualNaturality.associatedToLift_apply,115,:= rfl,[]
Euler/SmoothL2ScalingContinuity.lean,23,EulerLpTranslation.SmoothL2Field.subField_apply,115,:= rfl,[]
Euler/SourceNormalCoefficient.lean,31,EulerSourceNormalCoefficient.normalColumn_apply,115,:= rfl omit [CompleteSpace E] in,[]
Euler/ParentStageDirection.lean,114,EulerPacketSourceGeometry.ParentFrame.forward_normal_choice,115,:= rfl,[]
Euler/PacketPotentialNormalMap.lean,20,EulerPacketCrossProduct.normalPotentialMap_apply,114,:= rfl,[]
NavierStokes/PhysicalWaveSum.lean,578,NavierStokes.PhysicalWaveSum.withChart_center,114,:= rfl,[]
NavierStokes/HarmonicFields.lean,79,NavierStokes.HarmonicFields.evaluate_eq_hom,113,:= rfl,[]
NavierStokes/OutgoingDilation.lean,329,NavierStokes.OutgoingDilation.switchRadius_eq,113,:= rfl,[]
NavierStokes/MeanChartCompatibility.lean,87,NavierStokes.MeanChartCompatibility.chartLinear_apply,112,:= rfl,[]
NavierStokes/ActualSignedCoherence.lean,51,NavierStokes.ActualSignedCoherence.chart_apply,111,:= rfl,[]
NavierStokes/CorrectionStep.lean,5147,NavierStokes.CorrectionStep.CycleParameters.next_reconstructed,111,:= rfl end CycleParameters end ActualCycle section ConstructedTemporalStage open,[]
Euler/PacketCylinderFieldAdvection.lean,29,EulerPacketCylinderField.normalComponentMap_apply,111,:= rfl,[]
NavierStokes/StateReindex.lean,32,NavierStokes.StateReindex.cylinder_symm_apply,110,:= rfl,[]
NavierStokes/SlowRecursion.lean,91,NavierStokes.SlowRecursion.mul_apply,110,:= rfl,[]
NavierStokes/InitialPhysicalData.lean,1352,NavierStokes.InitialPhysicalData.positiveIndex_band,110,:= rfl,[]
NavierStokes/SlowRecursion.lean,93,NavierStokes.SlowRecursion.sub_apply,110,:= rfl,[]
NavierStokes/SlowRecursion.lean,89,NavierStokes.SlowRecursion.add_apply,110,:= rfl,[]
NavierStokes/ActualPrimaryCoherence.lean,115,NavierStokes.ActualPrimaryCoherence.absoluteChart_apply,110,:= rfl,[]
Euler/ContinuousTimeIntegral.lean,41,EulerContinuousTimeIntegral.multiplier_apply,109,:= rfl,[]
Euler/PacketPhysicalEulerTransform.lean,18,EulerPacketPhysicalTransform.spaceTimeGraph_apply,109,:= rfl,[]
Euler/CylinderAngleAverage.lean,110,EulerCylinderAngleAverage.pathAverage_apply,109,:= rfl omit [CompleteSpace V] in,[]
NavierStokes/PhysicalWaveSum.lean,922,NavierStokes.PhysicalWaveSum.realCoordinate_apply,109,:= rfl,[]
Euler/PacketCofactorOperator.lean,54,EulerPacketCofactor.rowOperator_apply,109,:= rfl,[]
Euler/StaticEulerWeightedBounds.lean,66,EulerStaticEuler.budget_retainedRadius,109,:= rfl,[]
Euler/MeanPacketProvider.lean,70,EulerMeanPacketProvider.Forcing.vector_angle_independent,108,:= rfl,[]
Euler/OrdinaryEulerRestriction.lean,37,EulerOrdinarySobolev.Evolution.restrictTime_initial,108,:= rfl,[]
NavierStokes/ActualMeanPotentialRealization.lean,56,NavierStokes.ActualMeanPotentialRealization.chartPoint_radius,108,:= rfl,[]
Euler/MeanPacketProvider.lean,73,EulerMeanPacketProvider.Forcing.scalar_angle_independent,108,:= rfl,[]
NavierStokes/DependentSignedPhysicalFamily.lean,60,NavierStokes.DependentSignedPhysicalFamily.Family.singleton_active,108,:= rfl,[]
Euler/ContinuousSpatialFamily.lean,153,EulerContinuousSpatialFamily.SpatialFamily.derivative_bound,107,:= rfl,[]
NavierStokes/PhysicalClassBounds.lean,622,NavierStokes.PhysicalClassBounds.slowFast_apply,107,:= rfl,[]
NavierStokes/NominalProfile.lean,892,NavierStokes.NominalProfile.Controls.preparedProfiles_U,107,:= rfl,[]
Euler/AllOrderDriftFieldDecomposition.lean,18,EulerAllOrderDriftCorrection.Budget.correctedFieldTower_eq,106,:= rfl,[]
NavierStokes/PrimaryCopyBridge.lean,341,NavierStokes.PrimaryCopyBridge.baseOperatorFamily_apply,106,:= rfl,[]
Euler/ParentPacketFrames.lean,135,EulerParentPacketFrames.Parent.initialStrain_apply,106,:= rfl end Parent end EulerParentPacketFrames,[]
NavierStokes/CorrectionInitialization.lean,4261,NavierStokes.CorrectionInitialization.ActualPrimary.commonGauge_length,105,:= rfl section ActualMask variable {B N0 : ℕ},[]
NavierStokes/PhysicalWaveSum.lean,575,NavierStokes.PhysicalWaveSum.withChart_chart,105,:= rfl,[]
Euler/DirichletEndpointReduction.lean,32,EulerDirichletEndpointReduction.stationaryPart_eq,105,:= rfl,[]
Euler/MeanBoundaryMixed.lean,134,EulerMeanBoundary.mixedBoundaryOperator_diagonal,104,:= rfl,[]
NavierStokes/WeightedODEJets.lean,35,NavierStokes.WeightedODEJets.jet_cons,104,:= rfl,[]
NavierStokes/RadialAlias.lean,175,NavierStokes.RadialAlias.sourceJet_zero,104,:= rfl,[]
Euler/OrdinaryFieldAlgebra.lean,53,EulerOrdinarySobolev.fieldNeg_field,104,:= rfl,[]
NavierStokes/ActualPrimaryBounds.lean,1417,NavierStokes.ActualPrimaryBounds.slow_auxiliary,103,:= rfl,[]
NavierStokes/CutStageEstimates.lean,523,NavierStokes.CutStageEstimates.physicalProjection_apply,103,:= rfl,[]
NavierStokes/ActualParticularDynamics.lean,40,NavierStokes.ActualParticularDynamics.nativeToFull_apply,102,:= rfl,[]
Euler/GraphInvariantFlow.lean,17,EulerGraphInvariantFlow.graphLinear_apply,101,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,1207,NavierStokes.GlobalSlowProfiles.xProfile_constant,101,:= rfl,[]
NavierStokes/BaseContextAssembly.lean,68,NavierStokes.BaseContextAssembly.slowCoordinates_apply,101,:= rfl,[]
Euler/CylinderMeasureDescent.lean,32,EulerCylinderMeasureDescent.deck_apply,100,:= rfl,[]
NavierStokes/SlowRecursion.lean,95,NavierStokes.SlowRecursion.neg_apply,100,:= rfl,[]
Euler/CylinderSpatialMeanPath.lean,29,EulerCylinderSpatialMean.pathMean_apply,100,:= rfl,[]
Euler/OrdinarySmoothingOperator.lean,74,EulerOrdinarySobolev.SmoothingOperator.lift_apply,100,:= rfl,[]
NavierStokes/ActualInitialization.lean,667,NavierStokes.ActualInitialization.geometry_operators,99,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,78,NavierStokes.GlobalSlowProfiles.mul_apply,99,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,76,NavierStokes.GlobalSlowProfiles.add_apply,99,:= rfl,[]
Euler/ParentStageHorizon.lean,60,EulerPacketSourceGeometry.ParentFrame.restrictTime_horizon,99,:= rfl end EulerPacketSourceGeometry.ParentFrame namespace EulerParentStageHoriz,[]
NavierStokes/ActualSignedStageControls.lean,134,NavierStokes.ActualSignedStageControls.directions_fast,99,:= rfl,[]
NavierStokes/GlobalSlowProfiles.lean,80,NavierStokes.GlobalSlowProfiles.sub_apply,99,:= rfl,[]
NavierStokes/InitialPhysicalData.lean,1330,NavierStokes.InitialPhysicalData.pressureWaveData_pressure,99,:= rfl,[]
Euler/ContinuousPathComposition.lean,125,EulerContinuousPathComposition.adjointMap_apply,98,:= rfl,[]
NavierStokes/PolarCharts.lean,349,NavierStokes.PolarCharts.scalePlane_apply,98,:= rfl,[]
NavierStokes/ActualSignedCoherence.lean,128,NavierStokes.ActualSignedCoherence.chart_radius,98,:= rfl,[]
NavierStokes/InitialPhysicalData.lean,1327,NavierStokes.InitialPhysicalData.potentialWaveData_vector,98,:= rfl,[]
NavierStokes/HarmonicMeanInteraction.lean,29,NavierStokes.HarmonicMeanInteraction.coeff_sub,98,:= rfl omit [NormedAddCommGroup D] [NormedSpace ℝ D] in,[]
NavierStokes/HarmonicMeanInteraction.lean,25,NavierStokes.HarmonicMeanInteraction.coeff_add,98,:= rfl omit [NormedAddCommGroup D] [NormedSpace ℝ D] in,[]
NavierStokes/SmoothLoop.lean,431,NavierStokes.SmoothLoop.phaseHomeomorph_apply,98,:= rfl,[]
Euler/EulerSpatialRescaling.lean,18,EulerSpatialRescaling.coordinates_apply,97,:= rfl,[]
Euler/MeanCoefficientFrame.lean,20,EulerMeanCoefficients.adjointField_apply,97,:= rfl,[]
NavierStokes/ActualBaseVelocityBounds.lean,36,NavierStokes.ActualBaseVelocityBounds.q_eq,97,:= rfl,[]
NavierStokes/PhysicalResidualNaturality.lean,33,NavierStokes.PhysicalResidualNaturality.scalarEquiv_apply,97,:= rfl,[]
Euler/OrdinarySmoothWords.lean,35,EulerOrdinarySobolev.wordField_zero,96,:= rfl,['word']
NavierStokes/PhysicalResidualTZ.lean,56,NavierStokes.PhysicalResidualTZ.swapCylinder_swapCylinder,96,:= rfl,[]
NavierStokes/PhysicalGraphBounds.lean,67,NavierStokes.PhysicalGraphBounds.radialProjection_apply,96,:= rfl,[]
Euler/MeanCoefficientSpatial.lean,21,EulerMeanCoefficients.translated_apply,96,:= rfl,[]
NavierStokes/CorrectionInitialization.lean,4068,NavierStokes.CorrectionInitialization.ActualPrimary.length_sign,96,:= rfl,[]
NavierStokes/PrimaryGeometryAssembly.lean,536,NavierStokes.PrimaryGeometryAssembly.construction_u,95,:= rfl,[]
NavierStokes/PhysicalResidualTZ.lean,36,NavierStokes.PhysicalResidualTZ.swapSlow_apply,95,:= rfl,[]
NavierStokes/ExtendedHeatedOutgoing.lean,422,NavierStokes.ExtendedHeatedOutgoing.M_unchanged,95,:= rfl,[]
Euler/MeanGradientTestSpace.lean,76,EulerMeanGradientTest.testGradient_apply,95,:= rfl,[]
NavierStokes/TransportPrimitive.lean,129,NavierStokes.TransportPrimitive.shift_fst,95,:= rfl,[]
NavierStokes/HeatedOutgoing.lean,454,NavierStokes.HeatedOutgoing.M_unchanged,95,:= rfl,[]
Euler/EulerProof.lean,12448,EulerGraphPullback.liftedDirection_apply,95,:= rfl,[]
Euler/BoundedFieldCalculus.lean,215,EulerBoundedFieldCalculus.adjointMap_apply,94,:= rfl,[]
Euler/CylinderSpatialMean.lean,35,EulerCylinderSpatialMean.mean_apply,94,:= rfl,[]
NavierStokes/PhysicalResidualTZ.lean,409,NavierStokes.PhysicalResidualTZ.graphRadialTZ_eq,94,:= rfl,[]
NavierStokes/VolterraParity.lean,27,NavierStokes.VolterraParity.parityVec_apply,94,:= rfl,[]
