file,in_cone_thms,decls,structures,prop_defs,theorems,estimate_signal_frac,class
Euler/GevreyEnergyPathLimit.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/GevreyFamilyCompactness.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/GevreyInviscidEnergyCompactness.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/GevreyPathNorm.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/GlobalGevreyCorrection.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/GlobalInviscidGevrey.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/HeatGradientIntegral.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/HilbertCoerciveTransport.lean,1,4,0,0,3,0.33,PLUMBING
Euler/InviscidCorrectionCompatibility.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/InviscidCorrectionParity.lean,1,4,0,0,2,1.00,ESTIMATE
Euler/InviscidCorrectionRestriction.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/InviscidDifferencePDE.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/IsometricActionDerivativeBound.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/LinearDuhamelWeightedNaturality.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/LinearFundamentalExistence.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/LpCylinderPathBounds.lean,1,17,0,0,2,0.50,ESTIMATE
Euler/LpCylinderUnweightedForward.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/LpDominatedDerivative.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/LpMultilinearBundling.lean,1,4,0,0,3,1.00,ESTIMATE
Euler/LpSupportedConstructedEvolution.lean,1,7,0,0,2,1.00,ESTIMATE
Euler/MeanAccelerationSobolev.lean,1,11,0,0,1,1.00,ESTIMATE
Euler/MeanClassicalSpatialTime.lean,1,3,0,0,3,1.00,ESTIMATE
Euler/MeanContinuousSobolev.lean,1,11,0,0,1,1.00,ESTIMATE
Euler/MeanHarmonicSmallBall.lean,1,4,0,0,3,1.00,ESTIMATE
Euler/MeanMomentumRegularity.lean,1,5,0,0,5,0.80,ESTIMATE
Euler/MeanPacketAngularForcing.lean,1,4,0,0,1,1.00,ESTIMATE
Euler/MeanPacketEnvelopeBounds.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanPacketPressureForcing.lean,1,4,0,0,2,0.00,PLUMBING
Euler/MeanPacketSobolevData.lean,1,5,1,0,1,1.00,STRUCTURAL
Euler/MeanPathSpatialRepresentative.lean,1,6,0,0,5,1.00,ESTIMATE
Euler/MeanPressureSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanSourcePressureSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanSourceSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanSourceStrongInverse.lean,1,3,0,0,3,1.00,ESTIMATE
Euler/MeanSourceStrongSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanSourceTimeSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanStrongContinuousGevrey.lean,1,3,0,0,2,1.00,ESTIMATE
Euler/MeanStrongInverse.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/MeanStrongSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PDEMajorantLimit.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PDESubintervalEnergyLimit.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/PacketActivationConstructed.lean,1,4,0,0,2,1.00,ESTIMATE
Euler/PacketActivationHistory.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/PacketActivationInitial.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketAngularPressureStepBound.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketApproximationBounds.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/PacketApproximationNormalization.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketCoefficientMotion.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketConvolutionBounds.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketCylinderFieldSupport.lean,1,2,0,0,2,0.00,PLUMBING
Euler/PacketCylinderMeanParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketCylinderRecursiveAdmissibility.lean,1,4,0,0,1,1.00,ESTIMATE
Euler/PacketCylinderTimeUnique.lean,1,2,0,0,2,0.50,ESTIMATE
Euler/PacketExactPhysicalDivergence.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketExactPhysicalMomentum.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketFiniteRemainderBounds.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/PacketForwardExactPressureError.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketForwardForcedBounds.lean,1,1,0,0,1,0.00,PLUMBING
Euler/PacketForwardInitializedPressure.lean,1,4,0,0,1,0.00,PLUMBING
Euler/PacketForwardInitializedProfilesParity.lean,1,1,0,0,1,0.00,PLUMBING
Euler/PacketForwardOutputCosts.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketForwardStepBudget.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketInitialAmplitude.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketInitializedAllOrderBudget.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/PacketInitializedProfiles.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/PacketInitializedProfilesParity.lean,1,1,0,0,1,0.00,PLUMBING
Euler/PacketInitializedUniformFlow.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketJoinedPressureAssembly.lean,1,11,0,0,1,0.00,PLUMBING
Euler/PacketJoinedProfilesParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketJoinedProfilesRegularity.lean,1,4,0,0,1,1.00,ESTIMATE
Euler/PacketJoinedSourcePiola.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/PacketJoinedSourceResidual.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/PacketJoinedStepBudget.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketJoinedStepParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketKnownGrade.lean,1,4,0,0,3,0.67,ESTIMATE
Euler/PacketLowGrades.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/PacketMatrixNormalization.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketMeanPressureStepBound.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/PacketParentForwardBudget.lean,1,5,0,0,1,1.00,ESTIMATE
Euler/PacketParentPhysicalBudgets.lean,1,5,0,0,1,1.00,ESTIMATE
Euler/PacketPhysicalCoefficients.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/PacketPiola.lean,1,9,0,0,5,0.40,PLUMBING
Euler/PacketPotentialParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketProfileBudgetTransport.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketProfileStepParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketProfilesParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketProfilesRegularity.lean,1,4,0,0,1,1.00,ESTIMATE
Euler/PacketRecursiveResidual.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketScalarUniqueness.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketShearMotion.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketSlicedResidual.lean,1,4,0,0,2,1.00,ESTIMATE
Euler/PacketSourceResidual.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketTailNonlinearBounds.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PacketTerminalPrimaryBudget.lean,1,1,0,0,1,0.00,PLUMBING
Euler/PacketUniformInitialBounds.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/PacketWithinRay.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ParameterNestedWordSum.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ParameterSobolevFiniteSum.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ParameterSobolevProductAt.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ParameterSobolevTensorInverse.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/ParentChildEulerMatch.lean,1,2,0,0,2,0.50,ESTIMATE
Euler/ParentForwardRadiusPolynomial.lean,1,5,0,0,4,1.00,ESTIMATE
Euler/ParentForwardUniformCosts.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/ParentHomogeneousPacketLowBounds.lean,1,3,0,1,2,1.00,STRUCTURAL
Euler/ParentInitializedUniformCosts.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/ParentPacketJoinedInput.lean,1,6,1,0,1,1.00,STRUCTURAL
Euler/ParentShortForwardRadius.lean,1,3,0,0,2,1.00,ESTIMATE
Euler/PartialCorrectionBootstrap.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/PhysicalChildFields.lean,1,7,0,0,4,0.50,ESTIMATE
Euler/ProjectedForcingFields.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/SmoothFlowJoint.lean,1,11,0,0,8,0.00,PLUMBING
Euler/SmoothImplicitLift.lean,1,1,0,0,1,0.00,PLUMBING
Euler/SmoothInequalityTransfer.lean,1,1,0,0,1,0.00,PLUMBING
Euler/SobolevPointMultiplication.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/SobolevViscousEnergy.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/SourceCylinderForward.lean,1,5,0,0,2,0.50,ESTIMATE
Euler/SourceCylinderForwardSobolev.lean,1,6,0,0,1,1.00,ESTIMATE
Euler/SourceCylinderPressureRegularity.lean,1,2,0,0,2,0.50,ESTIMATE
Euler/StageDisplacementBound.lean,1,7,0,0,7,1.00,ESTIMATE
Euler/StaticEulerRegularity.lean,1,3,0,0,3,0.33,PLUMBING
Euler/TimeEndpointEnergyUniqueness.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/TimeLpGramSobolev.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/TimeLpPairing.lean,1,6,0,0,6,1.00,ESTIMATE
Euler/TimeLpStrongOperators.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/TimeSobolevTransport.lean,1,6,0,0,2,1.00,ESTIMATE
Euler/TopBlockTimeNorm.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/TransversePacketAmplitude.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/TransversePacketCoefficientBounds.lean,1,19,0,0,1,1.00,ESTIMATE
Euler/TransversePacketInitialRepresentative.lean,1,1,0,0,1,0.00,PLUMBING
Euler/TransversePacketPairAmplitude.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/TransversePacketPressureGradient.lean,1,3,0,0,1,0.00,PLUMBING
Euler/TransversePacketPrimaryBudget.lean,1,5,1,0,1,1.00,STRUCTURAL
Euler/TransverseVariationalInverse.lean,1,22,0,0,17,0.47,PLUMBING
Euler/ViscousCorrectionFamily.lean,1,1,0,0,1,1.00,ESTIMATE
NavierStokes/PeriodizeLatticeCover.lean,1,1,0,0,1,1.00,ESTIMATE
