file,in_cone_thms,decls,structures,prop_defs,theorems,estimate_signal_frac,class
NavierStokes/SignedPhysicalSumCalculus.lean,4,4,0,0,4,0.75,ESTIMATE
Euler/AnglePrimitiveSpatialRegularity.lean,3,5,0,0,5,0.80,ESTIMATE
Euler/BaseEulerSign.lean,3,4,0,0,4,0.50,ESTIMATE
Euler/BaseFirstPacketSupport.lean,3,6,0,0,6,1.00,ESTIMATE
Euler/BaseWordMetric.lean,3,7,0,0,4,1.00,ESTIMATE
Euler/BoundedMildContinuation.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/ChildParticleFieldTime.lean,3,7,1,0,6,0.50,STRUCTURAL
Euler/CoefficientPathPressureBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/CompactSmoothBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/CorrectionAssemblyCompatibility.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/CorrectionDifferencePDE.lean,3,6,0,0,3,0.67,ESTIMATE
Euler/CorrectionEnergyRestriction.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/CorrectionSourceRestriction.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/CorrectionStabilityBudget.lean,3,7,1,0,3,1.00,STRUCTURAL
Euler/CylinderDirichletSobolev.lean,3,17,0,0,5,1.00,ESTIMATE
Euler/CylinderEndpointBounds.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/CylinderEndpointBudget.lean,3,8,1,0,3,1.00,STRUCTURAL
Euler/CylinderForwardParity.lean,3,3,0,0,3,0.67,ESTIMATE
Euler/CylinderGraphPath.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/CylinderPathDerivativeProduct.lean,3,4,0,0,3,0.67,ESTIMATE
Euler/CylinderPathIntegral.lean,3,3,0,0,3,0.67,ESTIMATE
Euler/CylinderPotentialTimeWeight.lean,3,7,0,0,3,1.00,ESTIMATE
Euler/CylinderRawSupport.lean,3,3,0,0,3,0.33,PLUMBING
Euler/CylinderScalarRepresentative.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/CylinderSobolevEmbedding.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/CylinderSpatialMeanTime.lean,3,4,0,0,4,0.00,PLUMBING
Euler/DeformationTimeInverse.lean,3,7,0,0,3,0.67,ESTIMATE
Euler/ExactLiftedJointDifferentiability.lean,3,6,0,0,3,0.67,ESTIMATE
Euler/FieldTowerPhysicalContinuity.lean,3,4,0,0,3,0.67,ESTIMATE
Euler/FiniteGradeDiagonal.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/FrameEndpointUniqueness.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/GeneralRealCylinderAlgebra.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/GevreyGrowthCoefficient.lean,3,9,0,0,7,0.86,ESTIMATE
Euler/GevreyOrderZero.lean,3,8,0,0,3,1.00,ESTIMATE
Euler/H5RealCylinderAlgebra.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/H6PressureCommutator.lean,3,10,0,0,7,0.71,ESTIMATE
Euler/HeatAllOrders.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/InviscidSobolevEvolution.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/IsometricActionCalculus.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/LpCylinderOrbit.lean,3,3,0,0,3,0.33,PLUMBING
Euler/MaximalTopCauchy.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/MeanBoundaryIterated.lean,3,5,0,0,5,1.00,ESTIMATE
Euler/MeanBoundaryPhysicalSupport.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/MeanCutoffDifferenceBound.lean,3,7,0,0,6,0.83,ESTIMATE
Euler/MeanCylinderSolenoidal.lean,3,5,0,0,5,0.80,ESTIMATE
Euler/MeanHarmonicInterior.lean,3,5,0,0,4,1.00,ESTIMATE
Euler/MeanHarmonicInteriorEnergy.lean,3,11,0,0,7,1.00,ESTIMATE
Euler/MeanL2Scaling.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/MeanPacketContract.lean,3,6,0,0,6,0.67,ESTIMATE
Euler/MeanPacketZeroForcing.lean,3,3,0,0,3,0.33,PLUMBING
Euler/MeanPathLpBlocks.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/MeanSourceOperatorRegularity.lean,3,9,0,0,3,1.00,ESTIMATE
Euler/MeanSpatialDerivative.lean,3,5,0,0,5,1.00,ESTIMATE
Euler/MeanSpatialEvaluation.lean,3,5,0,0,4,1.00,ESTIMATE
Euler/MeanStrongCoordinates.lean,3,3,0,0,3,0.33,PLUMBING
Euler/MeanStrongEquation.lean,3,4,1,0,3,0.33,STRUCTURAL
Euler/MeanVariationalOperator.lean,3,8,0,0,6,0.67,ESTIMATE
Euler/OrdinaryPerturbedEnergy.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketActivationNeighbor.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketCoefficientLipschitz.lean,3,13,0,0,3,1.00,ESTIMATE
Euler/PacketConstructedPiola.lean,3,6,0,0,3,0.67,ESTIMATE
Euler/PacketCorrectionRapidDecay.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/PacketCylinderHighSupport.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketCylinderPressureLocality.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketCylinderScalarGradient.lean,3,6,0,0,3,0.67,ESTIMATE
Euler/PacketExactGlobalShear.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketExactPressureError.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketExponentialTail.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketFieldTensorBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketFiniteFieldAlgebra.lean,3,6,0,0,3,1.00,ESTIMATE
Euler/PacketFiniteFrequencyBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketFiniteSumBounds.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketFiniteVelocityBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketFirstPressureSign.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketForwardCanonicalRadius.lean,3,7,0,0,3,1.00,ESTIMATE
Euler/PacketForwardGlobalShear.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketForwardHessianError.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketForwardInitializedBounds.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/PacketGradeAbsorption.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketGraphFlowExplicitBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketGraphFlowFrequency.lean,3,8,0,0,7,1.00,ESTIMATE
Euler/PacketIdealSize.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketInitializedBounds.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/PacketInitializedCorrectionData.lean,3,6,0,0,3,1.00,ESTIMATE
Euler/PacketInitializedHessianError.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketInitializedParameterBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketKnownTermScales.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketLiftedParity.lean,3,3,0,0,3,0.00,PLUMBING
Euler/PacketLinearCostAbsorption.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketMovingRay.lean,3,5,0,0,4,0.50,ESTIMATE
Euler/PacketNeighborStability.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketPhysicalFrameRenewal.lean,3,3,0,0,3,0.33,PLUMBING
Euler/PacketPressureFastHessian.lean,3,6,0,0,4,1.00,ESTIMATE
Euler/PacketPrimaryCommonRadius.lean,3,5,0,0,4,1.00,ESTIMATE
Euler/PacketPrimaryScaling.lean,3,5,0,0,5,1.00,ESTIMATE
Euler/PacketProfileEnvelope.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketProfileTailEstimates.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketRecursionAlgebra.lean,3,4,0,0,4,0.75,ESTIMATE
Euler/PacketRemainderBounds.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/PacketResidualGrades.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/PacketScalarPressureGradient.lean,3,8,0,0,4,0.25,PLUMBING
Euler/PacketShortTimePhysicalGrowth.lean,3,6,0,0,3,1.00,ESTIMATE
Euler/PacketTargetAmplification.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PacketTimePathGluing.lean,3,9,0,0,3,1.00,ESTIMATE
Euler/PacketTriangular.lean,3,5,0,0,4,0.50,ESTIMATE
Euler/ParameterSobolevCostMonotone.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/ParameterSobolevLinear.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/ParameterWordGevrey.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/ParentGeometryInitialBounds.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/ParentHistoryCostPolynomial.lean,3,7,0,0,3,0.67,ESTIMATE
Euler/ParentPacketCorrectionParity.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/ParentPacketNeighborScaleGuard.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/PhysicalChildPacketMatch.lean,3,6,0,0,4,0.75,ESTIMATE
Euler/ProjectedEnergyForcing.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/RegularizedEnergyFamily.lean,3,8,0,0,3,1.00,ESTIMATE
Euler/RegularizedForcingRepresentative.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/ResolventCalculus.lean,3,4,0,0,4,1.00,ESTIMATE
Euler/SmoothFlowParity.lean,3,5,0,0,5,0.80,ESTIMATE
Euler/SmoothTimeAmplitudeBounds.lean,3,8,0,0,4,1.00,ESTIMATE
Euler/SobolevJointEvaluation.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/SobolevMaximalRegularity.lean,3,5,0,0,5,1.00,ESTIMATE
Euler/SobolevTransport.lean,3,8,0,0,5,1.00,ESTIMATE
Euler/SourceCylinderDerivativeBounds.lean,3,5,0,0,3,1.00,ESTIMATE
Euler/SourceCylinderMeanZero.lean,3,5,0,0,5,0.00,PLUMBING
Euler/SourceCylinderWeight.lean,3,3,0,0,3,0.00,PLUMBING
Euler/StaticEulerTime.lean,3,10,0,0,4,0.00,PLUMBING
Euler/TimeCorrectionRestriction.lean,3,6,0,0,3,1.00,ESTIMATE
Euler/TimeLpSubintervalBound.lean,3,4,0,0,3,1.00,ESTIMATE
Euler/TopBlockCauchy.lean,3,3,0,0,3,1.00,ESTIMATE
Euler/TransverseEndpointParameter.lean,3,11,0,0,10,0.80,ESTIMATE
Euler/TransverseNormalResidual.lean,3,4,0,0,3,0.67,ESTIMATE
Euler/TransversePacketCorrectorOperator.lean,3,7,0,0,4,0.75,ESTIMATE
Euler/TransversePacketCorrectorSupport.lean,3,8,0,0,8,0.50,ESTIMATE
Euler/TransversePacketInitial.lean,3,6,0,0,6,0.17,PLUMBING
Euler/TransversePacketJoinedCorrectorSupport.lean,3,12,0,0,12,0.08,PLUMBING
Euler/TransversePacketPressureParity.lean,3,5,0,0,4,0.50,ESTIMATE
Euler/TransverseVariationalOperator.lean,3,9,0,0,7,0.86,ESTIMATE
Euler/VolterraUniqueness.lean,3,5,0,0,5,0.80,ESTIMATE
Euler/WeightedRootLimit.lean,3,3,0,0,3,1.00,ESTIMATE
NavierStokes/CurrentParticularPhysicalCoherence.lean,3,3,0,0,3,0.33,PLUMBING
NavierStokes/R3/ParabolicSupport.lean,3,3,0,0,3,1.00,ESTIMATE
NavierStokes/R3/ScalarEnergyBound.lean,3,3,0,0,3,1.00,ESTIMATE
NavierStokes/SlowDivergence.lean,3,12,0,0,11,0.36,PLUMBING
NavierStokes/SmoothMomentRepair.lean,3,16,0,0,12,0.67,ESTIMATE
Euler/AllOrderDriftGraph.lean,2,9,0,0,6,0.50,ESTIMATE
Euler/AnglePrimitiveBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/AnglePrimitiveMap.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/BaseFirstPacketFrame.lean,2,3,0,0,2,0.00,PLUMBING
Euler/BasePacketUniformCosts.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/BoundedFieldTimeDerivative.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/ChildParticleJacobian.lean,2,2,0,0,2,0.00,PLUMBING
Euler/ContinuousAccelerationSobolev.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/ContinuousForcingTimeLp.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/CorrectionAssemblyRealizations.lean,2,4,0,0,2,1.00,ESTIMATE
Euler/CorrectionContinuation.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/CorrectionEnergyBootstrap.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/CorrectionLowerData.lean,2,8,0,0,2,1.00,ESTIMATE
Euler/CylinderAngleAverageTime.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/CylinderDirichletTimeBounds.lean,2,15,0,0,3,1.00,ESTIMATE
Euler/CylinderPhysicalTensorDifference.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/CylinderPotentialTime.lean,2,9,0,0,4,0.75,ESTIMATE
Euler/CylinderSliceRepresentatives.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/CylinderTerminalAmplitude.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/CylinderTimeWords.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/DriftCorrectionEnergyBound.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/EulerCorrectionEquation.lean,2,7,0,0,3,1.00,ESTIMATE
Euler/FieldTowerCanonicalGraph.lean,2,5,0,0,4,1.00,ESTIMATE
Euler/FiniteGradeTriangular.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/FlowL2Transport.lean,2,7,0,0,4,0.75,ESTIMATE
Euler/FrameWronskian.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/GevreyStabilityBudget.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/GraphVelocityTrace.lean,2,3,0,0,2,0.00,PLUMBING
Euler/HilbertCoerciveParameter.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/HilbertProductSubspaceRetraction.lean,2,7,0,0,2,0.50,ESTIMATE
Euler/IntegralEnergyBootstrap.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/LiftedTransportComponents.lean,2,3,0,0,2,0.50,ESTIMATE
Euler/LinearDuhamelFrozenGevrey.lean,2,11,0,0,2,1.00,ESTIMATE
Euler/LpCylinderFullTime.lean,2,10,0,0,2,1.00,ESTIMATE
Euler/LpCylinderNormalBounds.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/LpCylinderRegularCoefficient.lean,2,12,0,0,2,1.00,ESTIMATE
Euler/LpCylinderRegularSobolev.lean,2,12,0,0,2,1.00,ESTIMATE
Euler/LpDominatedConvergence.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/LpSmoothFamilyJets.lean,2,5,0,0,5,1.00,ESTIMATE
Euler/MeanAccelerationGevrey.lean,2,13,0,0,3,1.00,ESTIMATE
Euler/MeanBoundaryCoercivity.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/MeanBoundaryDerivative.lean,2,13,0,0,9,0.89,ESTIMATE
Euler/MeanContinuousAcceleration.lean,2,14,0,0,3,1.00,ESTIMATE
Euler/MeanContinuousVelocity.lean,2,6,0,0,5,1.00,ESTIMATE
Euler/MeanFixedSobolevGevrey.lean,2,10,0,0,2,1.00,ESTIMATE
Euler/MeanMomentumBoundary.lean,2,10,0,0,3,0.33,PLUMBING
Euler/MeanOperatorReflection.lean,2,11,0,1,2,1.00,STRUCTURAL
Euler/MeanPacketInitialZero.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/MeanPacketPathEnvelope.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/MeanSourceGevrey.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/MeanSourceVariationalInverse.lean,2,7,0,0,5,0.60,ESTIMATE
Euler/MeanStrongEstimates.lean,2,14,0,0,11,0.91,ESTIMATE
Euler/MeanStrongGevrey.lean,2,4,0,0,4,1.00,ESTIMATE
Euler/MeanVelocityPressure.lean,2,11,0,0,7,0.57,ESTIMATE
Euler/MeanWeakHarmonicInterior.lean,2,5,0,0,4,1.00,ESTIMATE
Euler/PacketCurlTransport.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketCylinderBoundTransfer.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketCylinderFieldUnique.lean,2,2,0,0,2,0.00,PLUMBING
Euler/PacketCylinderHighMean.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/PacketCylinderMeanStep.lean,2,5,0,0,2,1.00,ESTIMATE
Euler/PacketCylinderTimeParity.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketEarlyPhysical.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketExactPhysicalEuler.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketExactShearError.lean,2,4,0,0,3,0.67,ESTIMATE
Euler/PacketFieldMap.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketFiniteApproximationBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketFiniteAssemblyBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketFiniteProfileFields.lean,2,10,0,0,3,0.67,ESTIMATE
Euler/PacketForcingBounds.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/PacketForwardApproximationBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketForwardInitializedProfiles.lean,2,4,0,0,2,0.50,ESTIMATE
Euler/PacketForwardInitializedSolenoidal.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/PacketForwardInitializedTimeBounds.lean,2,3,0,0,2,0.50,ESTIMATE
Euler/PacketForwardPrimaryBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketForwardResidualBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketForwardUniformCosts.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketFrameRenewalAlgebra.lean,2,3,0,0,3,0.33,PLUMBING
Euler/PacketInitialGeometry.lean,2,3,0,0,3,0.33,PLUMBING
Euler/PacketInitialPolynomialBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketInitializedSolenoidal.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/PacketInitializedTimeBounds.lean,2,3,0,0,2,0.50,ESTIMATE
Euler/PacketInitializedUniformBounds.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/PacketInverseFlowContinuity.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketJoinedApproximationBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketJoinedResidualBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketJoinedSourceProfiles.lean,2,6,0,0,2,0.00,PLUMBING
Euler/PacketKnownPieceBounds.lean,2,3,1,0,2,1.00,STRUCTURAL
Euler/PacketMaskedProductBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketNormalDriftBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketParentJacobiCoefficient.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketPressureSymmetry.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketPrimaryParity.lean,2,2,0,0,2,0.00,PLUMBING
Euler/PacketPrimarySourceParity.lean,2,2,0,0,2,0.00,PLUMBING
Euler/PacketProfileBudget.lean,2,4,1,0,3,1.00,STRUCTURAL
Euler/PacketProfileTailGrade.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/PacketSourceParity.lean,2,3,0,0,3,0.00,PLUMBING
Euler/PacketSourcePrimitiveBounds.lean,2,4,0,0,4,1.00,ESTIMATE
Euler/PacketSourceSmoothField.lean,2,5,0,0,3,0.33,PLUMBING
Euler/PacketTailBound.lean,2,4,0,0,4,1.00,ESTIMATE
Euler/PacketTailNormalization.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketTailSumBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketTangentInvariant.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketTangentNorm.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketUnweightedAdvection.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/PacketVelocityPropagator.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/ParameterSobolevAcceleration.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/ParameterSobolevInverse.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/ParameterSobolevLocal.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/ParameterSobolevProductGevrey.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/ParameterWordHigher.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/ParameterWordLocal.lean,2,2,0,0,2,0.00,PLUMBING
Euler/ParentPacketStateGeometry.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/ParentParticleRegularity.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/PeriodicDerivativeMean.lean,2,2,0,0,2,0.50,ESTIMATE
Euler/PolynomialCostMajorant.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/QuadraticCauchy.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/QuadraticMildPasting.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/QuadraticSourceLimit.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/SmoothTimeFieldParity.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/SmoothTimeFieldSecondJoint.lean,2,2,0,0,2,0.00,PLUMBING
Euler/SobolevDifferenceEnergy.lean,2,4,0,0,2,1.00,ESTIMATE
Euler/SobolevPressureTime.lean,2,6,0,0,4,1.00,ESTIMATE
Euler/SobolevProductJet.lean,2,4,0,0,2,1.00,ESTIMATE
Euler/SobolevTopBlocks.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/SquaredMetricStability.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TimeCorrectionStrongIdentity.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TimeH1ReconstructionNaturality.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TimeH1SobolevReconstruction.lean,2,6,0,0,2,1.00,ESTIMATE
Euler/TimeH1WeakPairing.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TimeLpAccelerationSobolev.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TransportL2Time.lean,2,6,0,0,2,1.00,ESTIMATE
Euler/TransverseActivationSelection.lean,2,4,0,0,2,1.00,ESTIMATE
Euler/TransverseEndpointGreen.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/TransverseEndpointUniqueness.lean,2,4,0,0,4,0.25,PLUMBING
Euler/TransverseForwardCoefficientGevrey.lean,2,13,0,0,5,1.00,ESTIMATE
Euler/TransverseHistoryParentCost.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/TransverseHistoryPolynomialCost.lean,2,8,0,0,3,1.00,ESTIMATE
Euler/TransversePacketBudget.lean,2,8,1,0,2,1.00,STRUCTURAL
Euler/TransversePacketCylinderFields.lean,2,10,0,0,6,0.00,PLUMBING
Euler/TransversePacketEndpointPointwise.lean,2,5,0,0,3,0.00,PLUMBING
Euler/TransversePacketForwardBounds.lean,2,4,0,0,2,1.00,ESTIMATE
Euler/TransversePacketJoinedBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TransversePacketPressureGradientBounds.lean,2,3,0,0,3,1.00,ESTIMATE
Euler/TransversePacketPressureGradientProperties.lean,2,4,0,0,4,0.25,PLUMBING
Euler/TransversePacketPrimaryBounds.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/TransversePacketPrimaryEquation.lean,2,2,0,0,2,1.00,ESTIMATE
Euler/UniformHeatLocal.lean,2,3,0,0,2,1.00,ESTIMATE
Euler/ViscousSourcePathLimit.lean,2,5,0,0,2,1.00,ESTIMATE
NavierStokes/BlowupImplication.lean,2,12,0,0,12,1.00,ESTIMATE
NavierStokes/HarmonicCovariance.lean,2,9,0,0,9,1.00,ESTIMATE
NavierStokes/NativePrincipalEquations.lean,2,2,0,0,2,1.00,ESTIMATE
NavierStokes/R3/ParabolicDefinitions.lean,2,7,0,0,2,1.00,ESTIMATE
NavierStokes/R3/ParabolicEnergy.lean,2,2,0,0,2,1.00,ESTIMATE
NavierStokes/RadialSchedule.lean,2,34,0,0,21,0.38,PLUMBING
Euler/AllOrderCorrectionBudget.lean,1,2,1,0,1,1.00,STRUCTURAL
Euler/AllOrderCorrectionCoherence.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/AnglePrimitiveKernel.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/AnglePrimitiveParity.lean,1,2,0,0,2,1.00,ESTIMATE
Euler/BaseEulerParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/BaseFirstPacket.lean,1,4,0,0,1,1.00,ESTIMATE
Euler/BoundedEvaluationDifferentiation.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/BoundedFlowPeriodicity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ClassicalDivergence.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ContinuousGramSobolev.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/ContinuousInverseDerivative.lean,1,1,0,0,1,0.00,PLUMBING
Euler/CorrectionDifferenceMetric.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/CorrectionEnergyTime.lean,1,10,0,0,1,1.00,ESTIMATE
Euler/CorrectionLimitDerivative.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/CorrectionLimitEquation.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/CorrectionLimitPathDerivative.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/CorrectionMildEnergy.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/CorrectionMildEquation.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/CurlMatrixSymmetry.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/CurlSupport.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/CylinderConstantMapBounds.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/CylinderScalarAverage.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/CylinderScalarParity.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/CylinderSlowCurlBounds.lean,1,13,0,0,1,1.00,ESTIMATE
Euler/DriftCorrectionBootstrap.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/DriftCorrectionMildEnergy.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/DriftEnergyConstants.lean,1,2,0,0,1,1.00,ESTIMATE
Euler/DriftEnergyMajorants.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/DriftGevreyInviscidEnergyCompactness.lean,1,3,0,0,1,1.00,ESTIMATE
Euler/DriftGlobalGevreyCorrection.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/DriftGlobalInviscidGevrey.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/DriftPartialCorrectionBootstrap.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/DriftViscousCorrectionFamily.lean,1,1,0,0,1,1.00,ESTIMATE
Euler/EulerCorrectionLocal.lean,1,8,2,0,2,1.00,STRUCTURAL
Euler/FiniteIntervalFlow.lean,1,3,0,0,2,1.00,ESTIMATE
Euler/FiniteQuadraticCauchy.lean,1,1,0,0,1,1.00,ESTIMATE
